,Unnamed: 0.1,Unnamed: 0,Title,Session_Code,Author,Affiliations,Text,Year,Authors_and_Affiliations,Email,Sentence,Person-first,Identity-first,PF_nouns,IF_nouns
10,1243,442, A clinical study of patients with pericentromeric deletion and duplication within 16p11.2 p12.2,P03.002,"N. Okamoto1, K. Saito2, T . Matsui2, N. Harada2, N. Miyake3, N. Matsumoto3","1Department of Medical Genetics, Osaka Medical Center & Research Institute for  Maternal and Child Health, Osaka, Japan, 2Department of Molecular Genetics, Advanced  Medical Science Research Center, Mitsubishi Chemical Medience Corporation, Tokyo,  Japan, 3Department of Human Genetics, Yokohama City University Graduate School of  Medicine, Yokohama, Japan","The pericentromeric region on 16p is susceptible to chromosomal rearran gements. There are many reports that deletions of 16p11.2 are observed about 1% among patients with autism. The 16p11.2 p12.2 deletion syndro me is characterized by developmental disabilities and dysmorphic features. We have identified pericetromeric deletion and duplication, within 16p11.2 p12.2 in three patients by Cytogenetics 2.7M array. Patient 1 was a 10 year old girl with autism and obesity. She had a heterozygous 593kb deletion in 16p11.2. Her mother with the same deletion was not autistic, but was obese. Patient 2 was a 2 year old boy with VSD, hypotonia, developmental delay and frequent ear infections. He had.dysmorphic features including flat face, down slanting palpebral fissures, low set posteriorly rotated ears and thin upper lip. autistic features were not seen. Microarray analysis revealed a 7.7Mb deletion at 16p11.2 p12.2. He showed common clinical features to the 16p11.2 p12.2 deletion syndrome. Patient 3 was an 8 year old girl with developmental delay, autism and dysmophic features including hypertri chosis, wide mouth and macrocephaly. She showed poor communication skills and ritualized patterns of interests and behavior. Microarray analysis revealed a 6.7Mb duplication at 16p11.2 p12.2. The duplicated region of pa tient 3 was very similar with the deleted region of the patient 2. We suggest that 16p11.2 p12.2 duplication may be a new syndrome with autism.",2012,,,Patient 1 was a 10 year old girl with autism and obesity.,girl with autism,,girl,
11,1243,442, A clinical study of patients with pericentromeric deletion and duplication within 16p11.2 p12.2,P03.002,"N. Okamoto1, K. Saito2, T . Matsui2, N. Harada2, N. Miyake3, N. Matsumoto3","1Department of Medical Genetics, Osaka Medical Center & Research Institute for  Maternal and Child Health, Osaka, Japan, 2Department of Molecular Genetics, Advanced  Medical Science Research Center, Mitsubishi Chemical Medience Corporation, Tokyo,  Japan, 3Department of Human Genetics, Yokohama City University Graduate School of  Medicine, Yokohama, Japan","The pericentromeric region on 16p is susceptible to chromosomal rearran gements. There are many reports that deletions of 16p11.2 are observed about 1% among patients with autism. The 16p11.2 p12.2 deletion syndro me is characterized by developmental disabilities and dysmorphic features. We have identified pericetromeric deletion and duplication, within 16p11.2 p12.2 in three patients by Cytogenetics 2.7M array. Patient 1 was a 10 year old girl with autism and obesity. She had a heterozygous 593kb deletion in 16p11.2. Her mother with the same deletion was not autistic, but was obese. Patient 2 was a 2 year old boy with VSD, hypotonia, developmental delay and frequent ear infections. He had.dysmorphic features including flat face, down slanting palpebral fissures, low set posteriorly rotated ears and thin upper lip. autistic features were not seen. Microarray analysis revealed a 7.7Mb deletion at 16p11.2 p12.2. He showed common clinical features to the 16p11.2 p12.2 deletion syndrome. Patient 3 was an 8 year old girl with developmental delay, autism and dysmophic features including hypertri chosis, wide mouth and macrocephaly. She showed poor communication skills and ritualized patterns of interests and behavior. Microarray analysis revealed a 6.7Mb duplication at 16p11.2 p12.2. The duplicated region of pa tient 3 was very similar with the deleted region of the patient 2. We suggest that 16p11.2 p12.2 duplication may be a new syndrome with autism.",2012,,,There are many reports that deletions of 16p11.2 are observed about 1% among patients with autism.,patient with autism,,patient,
12,1243,442, A clinical study of patients with pericentromeric deletion and duplication within 16p11.2 p12.2,P03.002,"N. Okamoto1, K. Saito2, T . Matsui2, N. Harada2, N. Miyake3, N. Matsumoto3","1Department of Medical Genetics, Osaka Medical Center & Research Institute for  Maternal and Child Health, Osaka, Japan, 2Department of Molecular Genetics, Advanced  Medical Science Research Center, Mitsubishi Chemical Medience Corporation, Tokyo,  Japan, 3Department of Human Genetics, Yokohama City University Graduate School of  Medicine, Yokohama, Japan","The pericentromeric region on 16p is susceptible to chromosomal rearran gements. There are many reports that deletions of 16p11.2 are observed about 1% among patients with autism. The 16p11.2 p12.2 deletion syndro me is characterized by developmental disabilities and dysmorphic features. We have identified pericetromeric deletion and duplication, within 16p11.2 p12.2 in three patients by Cytogenetics 2.7M array. Patient 1 was a 10 year old girl with autism and obesity. She had a heterozygous 593kb deletion in 16p11.2. Her mother with the same deletion was not autistic, but was obese. Patient 2 was a 2 year old boy with VSD, hypotonia, developmental delay and frequent ear infections. He had.dysmorphic features including flat face, down slanting palpebral fissures, low set posteriorly rotated ears and thin upper lip. autistic features were not seen. Microarray analysis revealed a 7.7Mb deletion at 16p11.2 p12.2. He showed common clinical features to the 16p11.2 p12.2 deletion syndrome. Patient 3 was an 8 year old girl with developmental delay, autism and dysmophic features including hypertri chosis, wide mouth and macrocephaly. She showed poor communication skills and ritualized patterns of interests and behavior. Microarray analysis revealed a 6.7Mb duplication at 16p11.2 p12.2. The duplicated region of pa tient 3 was very similar with the deleted region of the patient 2. We suggest that 16p11.2 p12.2 duplication may be a new syndrome with autism.",2012,,,We suggest that 16p11.2 p12.2 duplication may be a new syndrome with autism.,syndrome with autism,,syndrome,
13,4477,3," A cross disorder dosage sensitivity map of the human genome Ryan Lewis Collins 1, Joseph T",PL2.3,R.L. Collins: None. J.T. Glessner: None. E. Porcu: None. L.,Niestroj: None. J. Ulirsch: None. G. Kellaris: None. D.P.," Glessner2, Eleonora Porcu3, Lisa Marie Niestroj4, Jacob Ulirsch5, Georgios Kellaris6, Daniel P. Howrigan5, Selin Everett1, Kiana Mohajeri1, Xander Nuttle1, Chelsea Lowther1, Jack Fu1, Philip M. Boone1, Farid Ullah6, Kaitlin E. Samocha7, Konrad Karczewski5, Diane Lucente1, The Epi25 Consortium, James F. Gusella1, Hilary Finucane5, Ludmilla Matyakhina8, Swaroop Ara dhya9, Jeanne Meck8, Dennis Lal4, Benjamin M. Neale5, Jennelle C. Hodge10, Alexandre Reymond3, Zoltan Kutalik3, Nicholas Katsanis6, Erica E. Davis6, Hakon Hakonarson2, Shamil Sunyaev11, Harrison Brand1, Michael E. Talkowski1 1Massachusetts General Hospital, Boston, MA, USA,2Children âs Hospital of Philadelphia, Philadelphia, PA, USA,3University of Lausanne, Lausanne, Switzerland,4University of Cologne, Cologne, Germany,5Broad Institute of Massachusetts Institute of Technology (M. I.T.) and Harvard, Cambridge, MA, USA,6Lurie Children âs Hospital, Chicago, IL, USA,7Wellcome Sanger Institute, Hinxton, United Kingdom,8GeneDx, Inc., Gaithersburg, MD, USA,9Invitae Corp., Cambridge, MA, USA,10Indiana University School of Medicine, Indianapolis, IN, USA,11Brigham and Women âs Hospital, Boston, MA, USA. Rare copy number variants (rCNVs) contribute to a broad spectrum of human disease. Most disease association studies ofrCNVs have focused on haploinsuf ï¬ciency caused by deletions, while our understanding of triplosensitivity caused by duplications remains rudimentary. We meta analyzed rCNVs from 753,994individuals across 30 primarily neurological disease phenotypes todiscover 114 rCNV disease associations at 52 distinct loci surpassing genome wide signi ï¬cance ( P,3.72x10 â6), 42% of which involve duplications. Further, we statistically ï¬ne mapped 38 novel triplosensitive disease genes ( e.g.,GMEB2 ), including three known haploinsuf ï¬cient genes that we now reveal as bidirectionally dosage sensitive ( e.g.,ANKRD11 ). We found that disease associated rCNV segments were enriched for genesconstrained against damaging coding variation and identi ï¬ed likely dominant driver genes for about one third (32%) of rCNV segments based on de novo mutations from exome sequencing studies of developmental disorder. However, most of the rCNVsshowing genome wide signi ï¬cant association were incompletely penetrant (mean odds ratio ,11.6) and we also identi ï¬ed two examples of noncoding disease associated rCNVs ( e.g., intronic CADM2 deletions). Finally, we developed a statistical model to predict dosage sensitivity for all genes, which de ï¬ned 3,006 haploinsuf ï¬cient and 295 triplosensitive genes where the effect sizes of rCNVs were comparable to deletions of genes constrainedagainst truncating mutations. These dosage sensitivity scores classi ï¬ed disease genes across molecular mechanisms, prioritized pathogenic de novo rCNVs in children with autism, and revealed features that distinguished haploinsuf ï¬cient and triplosensitive genes. Collectively, the cross disorder rCNV maps and metrics derived here set the foundation for future studies of dosage sensitivity throughout the human genome.",2021,,,"These dosage sensitivity scores classi ï¬ed disease genes across molecular mechanisms, prioritized pathogenic de novo rCNVs in children with autism, and revealed features that distinguished haploinsuf ï¬cient and triplosensitive genes.",child with autism,,child,
14,2594,22, A highly conserved program of neuronal microexons is misregulated in autistic brains,S06.2,"M. Irimia, M. Quesnel Vallieres, N. Parikshak, D. H. Geschwind, S. P . Cordes, B. J.  Blencowe","Centre for Genomic Regulation (CRG), Barcelona, Spain, University of Toronto, Toronto,  ON, Canada, University of California Los Angeles, Los Angeles, CA, United States,  Lunenfeld Tanenbaum Research Institute, Toronto, ON, Canada","A key challenge in understanding autism is to establish whether this gene tically heterogeneous disorder is caused by common mechanisms. Tran scriptomic profiling has revealed consistently altered signatures in autistic brains. These include a program of 3 27 nucleotide Ã¢ÂÂmicroexonsÃ¢ÂÂ, which is misregulated in the brains of individuals with autism. Relative to all other types of alternative splicing, microexons display the most striking evolutionary conservation and switch like regulation during neuronal differentiation. These microexons modulate the function of inter action domains of proteins involved in neurogenesis and are modulated by neuronal activity. Most neural microexons are regulated by the neuronal specific splicing factor nSR100/SRRM4 through its binding to adjacent in tronic enhancer motifs, and reduced levels of this protein are also observed in autistic brains. Collectively, these results provide evidence that misregu lation of a splicing network affected by neuronal activity is associated with associated with autism.",2016,,,"These include a program of 3 27 nucleotide Ã¢ÂÂmicroexonsÃ¢ÂÂ, which is misregulated in the brains of individuals with autism.",individual with autism,,individual,
15,3181,187," A microdeletion including the gene NUS1 demonstrating interpretation problems, expansion of the phenotype andtreatment modi ï¬cation",P09.01,"E. Banne1, S. Josefsberg1, J. Rosensaft1, H. Bassan2","1Kaplan Medical Center, Rehovot, Israel,2Assaf Harofe","Medical Center, Be'er Ya'akov, Israel Chromosomal microarray (CMA) is nowadays recognized as essential in the evaluation of autism and developmentaldelay. CMA interpretation depends on databases as ClinGen, DECIPHER and others, which lack information, and original papers are still essential in deciphering thesigniï¬cance of microdeletions/microduplications. We pre sent an 8.5 years old boy, with intractable epilepsy, autism, hypotonia during infancy, stra bismus and behavioral problems. Multiple EEG examina tions revealed frequent generalized interictal and ictal slow spike & wave discharges. He has various seizure types, andis treated with a combination of valproic acid, clobazam and ethusuximide with a relative improvement but partial con trol. The child exhibited behavioral problems includingaggression and violence, with recurrent rage attacks. Levetiractam administration escalated the frequency of these behaviors signi ï¬cantly, and therefore was dis continued. Metabolic workup was normal including: lactic, ammonia, blood amino acids, Carnitine, Acylcarnitine. A chromosomal microarray performed demonstrated a dele tion on chromosome 6: arr[hg19]6q22.1(117,431,000 118,040,939)x1. This 609kb deletion including the NUS1 gene is located within the minimal essential critical regionon chromosome 6q22. The region is known for autism, seizures, tremor and mild dysmorphic features, but less known for behavioural problems as in the case presented. The databases mentioned had only scarce information on the microdeletion, and we found only one paper interpreting it. This work further delineates this rare genetic disorder. We suggest that behavioral problems are part of this microdeletion, and suggest caution using Levetiractam in these patients. We emphasize the importance of earlygenetic evaluation in children with ASD and epilepsy. E. Banne: None. S. Josefsberg: None. J. Rosensaft: None. H. Bassan: None. E",2018,,,We emphasize the importance of earlygenetic evaluation in children with ASD and epilepsy.,child with ASD,,child,
16,2141,573, A very common inborn error of carnitine biosynthesis about which little is known,PS06.05,"A. L. Beaudet , R. Kochel, M. Ziats, Y. Yang, S. Elsea, Q. Sun, J. Lupski, A. Patel, T . Gambin,  C. Shaw, C. Schaaf, P . Stankiewicz","Department of Molecular and Human Genetics, Baylor College of Medicine, Houston, TX, United States","Introduction: TMLHE deficiency is a very common inborn error of carnitine biosynthesis. The gene is X linked, and about 1 in 350 healthy males of Eu ropean descent have a deletion of exon 2 resulting in inability to synthesize carnitine. TMLHE deficiency likely is a risk factor for autism, but the pene trance for autism is less than 5%, and replication studies are needed. Materials and Methods: The frequency of exon 2 deletion was determined in 10,678 male samples undergoing array CGH for evaluation of heteroge neous disabilities and in 2124 male samples from the Baylor Mendelian Ge nome Center exome project. A case evaluation was performed on a TMLHE deficient male with autism and two episodes of regression. Results: Deletion of exon 2 of TMLHE was found in 50 of 10,678 males undergoing array CGH (0.46%) compared to 7 in 2245 males undergoing exome sequencing in the Mendelian studies (0.31%). The phenotypic data for the deficient males are being tabulated. Carnitine deficiency in a TMLHE case suggests that deficits in carnitine biosynthesis may be responsible for some cases of regression in individuals with autism. Conclusions: Deletion of exon 2 is confirmed to be very common in various clinical samples. A case study suggests that carnitine supplementation may be useful in treating regressive autism episodes in patients with TMLHE deficiency. It is unknown if infant males with TMLHE deficiency should re ceive any dietary modification. It is unknown if there are genetic, dietary, or microbiome factors that influence the development of autism in TMLHE deficient males. ABSTRACTS POSTERS ESHG 2015 | GLASGOW, SCOTLAND, UK | WWW. ESHG. ORG 131Back to inde x",2015,,,Carnitine deficiency in a TMLHE case suggests that deficits in carnitine biosynthesis may be responsible for some cases of regression in individuals with autism.,individual with autism,,individual,
17,2141,573, A very common inborn error of carnitine biosynthesis about which little is known,PS06.05,"A. L. Beaudet , R. Kochel, M. Ziats, Y. Yang, S. Elsea, Q. Sun, J. Lupski, A. Patel, T . Gambin,  C. Shaw, C. Schaaf, P . Stankiewicz","Department of Molecular and Human Genetics, Baylor College of Medicine, Houston, TX, United States","Introduction: TMLHE deficiency is a very common inborn error of carnitine biosynthesis. The gene is X linked, and about 1 in 350 healthy males of Eu ropean descent have a deletion of exon 2 resulting in inability to synthesize carnitine. TMLHE deficiency likely is a risk factor for autism, but the pene trance for autism is less than 5%, and replication studies are needed. Materials and Methods: The frequency of exon 2 deletion was determined in 10,678 male samples undergoing array CGH for evaluation of heteroge neous disabilities and in 2124 male samples from the Baylor Mendelian Ge nome Center exome project. A case evaluation was performed on a TMLHE deficient male with autism and two episodes of regression. Results: Deletion of exon 2 of TMLHE was found in 50 of 10,678 males undergoing array CGH (0.46%) compared to 7 in 2245 males undergoing exome sequencing in the Mendelian studies (0.31%). The phenotypic data for the deficient males are being tabulated. Carnitine deficiency in a TMLHE case suggests that deficits in carnitine biosynthesis may be responsible for some cases of regression in individuals with autism. Conclusions: Deletion of exon 2 is confirmed to be very common in various clinical samples. A case study suggests that carnitine supplementation may be useful in treating regressive autism episodes in patients with TMLHE deficiency. It is unknown if infant males with TMLHE deficiency should re ceive any dietary modification. It is unknown if there are genetic, dietary, or microbiome factors that influence the development of autism in TMLHE deficient males. ABSTRACTS POSTERS ESHG 2015 | GLASGOW, SCOTLAND, UK | WWW. ESHG. ORG 131Back to inde x",2015,,,A case evaluation was performed on a TMLHE deficient male with autism and two episodes of regression.,male with autism,,male,
18,4353,468," A WES study in 200 intellectual disability/ autism patients are averbal), behavioral problems, intellectual disability, patients visual impairment, gastrointestinal problems and facial dysmorphicfeatures.",P08.083.A,,," A WES study in 200 intellectual disability/ autism patients are averbal), behavioral problems, intellectual disability, patients visual impairment, gastrointestinal problems and facial dys- morphicfeatures. Some patientshaveseizureswithEEGchanges Lucia Pia Bruno1,2, Gabriella Doddato1,2, Floriana Valentino1,2, and brain imaging is generally normal. We describe a 3-year old AnnaritaGiliberti1,2,CaterinaLoRizzo3,MariaAntoniettaMencarelli3, patient with global developmental delay recognized at an early Francesca Mari1,2,3, Anna Maria Pinto3, Francesca Fava1,2,3, Mar- age,characterizedwithhypotoniaandinabilitytoholdthehead, gheritaBaldassarri1,2,AndreaTommasi1,2,3,AlessandraFabbiani1,2,3, lack of speech, inability to walk, seizures (controlled on anti- Vittoria Lamacchia1,2,3, Elisa Benetti2, Simone Furini2, Francesca epileptic drugs) and behavioral problems. He is a second child Ariani1,2,3,Alessandra Renieri1,2,3,Chiara Fallerini1,2 from a third pregnancy of non-consanguineous parents with history of anencephaly in the first pregnancy and a healthy 1MedicalGenetics,UniversityofSiena,Siena,Italy,2MedBiotechHub daughter. The parents embarked on a long and expensive and Competence Center, Department of Medical Biotechnologies, diagnosticodyssey,includingCMAandtrioWEStestingreturning University of Siena, Siena, Italy, 3Genetica Medica, Azienda noresult. WESdatare-analysis ayearlateridentifiedaâ\x80\x9cdenovoâ\x80\x9d Ospedaliera Universitaria Senese, Siena, Italy. pathogenic variant in CAMK2B (NM_172079.2:c.709G>A), not presentinthedatabasesofhumanvariation,predicteddamaging Intellectual disability (ID) is a disorder characterized by an by â\x80\x9cin silicoâ\x80\x9d tools, affecting conserved amino acid residue and incomplete or arrested mental development and by IQ less than described previously in one other patient with intellectual 70. autism is a neurodevelopmental disability of different ethnic origin. The result helped end the condition characterized by social impairment, restricted interests diagnosticodysseyinthisfamily,providedreassuranceintermsof and repetitive behaviors. ID and ASD symptoms are often therecurrencerisk,andaddressedsomelongstandingmisconcep- overlapping. Inthepresentstudy,weinvestigatedbyWholeExome tionsaboutaâ\x80\x9clikelyX-linkedcondition/inheritancepatternâ\x80\x9dinthe Sequencing(WES)analysisatotalof200ID/ASDpatients. Ourcohort family. This case illustrates the diagnostic utility of WES data re- included40patientswithsyndromicID,64withnon-syndromicID,6 analysis and importance of periodically revisiting uninformative with autism and syndromic ID, 19with autism and non-syndromic results against growing evidence base for genetic causes of ID, and71 with isolated autism. We identified 39 patients with disease. pathogenicvariants(PVs)withadetectionrateof20%.Inparticular, T. Arsov: None. A. Sofijanova: None. M. Adamski: None. C. 29PVswerefoundinIDpatientsand3inASDpatients.7PVswere Vinuesa:None. identified in patients with ID and ASD features. Regarding variant type,13variantsweremissensechangesaccountingfor33%ofthe total,7wereframeshift,14werenonsense,4weresplicingchanges ",2021,,," A WES study in 200 ID/ autism patients are averbal), behavioral problems, ID, patients visual impairment, gastrointestinal problems and facial dys- morphicfeatures.",,autism patient,,patient
19,3243,176, Abnormal Social and Cognitive Behavior is associated with Inherited Noncoding Mutations in Human AcceleratedRegions (HARs),C17.6,"R. N. Doan1, T. Shin1, B. Bae2, B. Cubelos3, C. Chang1,A .A .","Hossain1, S. Al Saad4, N. M. Mukaddes5, O. Oner6, M. Al","Saffar1, S. Balkhy7, G. G. Gascon8, M. Nieto9, C. A. Walsh1 1Boston Children's Hospital, Boston, MA, United States,2Yale University, New Haven, CT, United States,3Centro de BiologÃ­a Molecular âSevero Ochoa â, Madrid, Spain,4Kuwait Center for autism, Kuwait City, Kuwait,5Istanbul Institute of Child and Adolescent Psychiatry, Istanbul, Turkey,6Bahcesehir University School of Medicine, Istanbul, Turkey,7King Faisal Specialist Hospital and Research Center, Jeddah, Saudi Arabia,8Massachusetts General Hospital, Boston, MA, United States,9Centro Nacional de BiotecnologÃ­a, Madrid, Spain Comparative analyses have identi ï¬ed genomic regions potentially involved in human evolution, but do not directlyassess function. Human accelerated regions (HARs) repre sent conserved genomic loci with elevated divergence in humans compared to other primate and non primate species. At least some HARs are thought to contribute to neurode velopmental functions underlying the unique social and behavioral traits of humans. If some HARs regulate human speciï¬c social and behavioral traits, then mutations would likely impact cognitive and social disorder. Recent studies support the role of HARs in complex neurodevelopmentalfunctions and associated disorder including autism Spec trum disorder (ASD) and Schizophrenia. Strikingly, through large scale whole genome and targeted HAR omesequencing we ï¬nd, for the ï¬rst time, that rare noncoding mutations in neurally active HARs contribute to simplex, multiplex, and consanguineous ASD cases. These mutationshighlight more than 20 HARs with putative essential roles in neural development. Functional validation of candidate HARs and underlying mutations using chromatin interac tion sequencing, high throughput reporter assays, and transgenic mice allowed for further functional character ization of inherited HAR mutations in active regulatoryelements for RBFOX1 ,CUX1, PTBP2, GPC4, CDKL5 , and other genes implicated in neural function, autism, or both. Our data expand the previous associationof HARs in consanguineous families with ASD to include both simplex and multiplex families, providing strongAbstracts from the 51stEuropean Society of Human Genetics Conference: Oral. . . 841genetic evidence that speci ï¬c HARs are essential for normal development, consistent with suggestions that their evolu tionary changes may have altered social and/or cognitive behavior. R. N. Doan: None. T. Shin: None. B. Bae: None. B. Cubelos: None. C. Chang: None. A. A. Hossain: None. S. Al Saad: None. N. M. Mukaddes: None. O. Oner: None. M. Al Saffar: None. S. Balkhy: None. G. G. Gascon: None. M. Nieto: None. C. A. Walsh: None. C18 Cardiovascular disorder",2018,,,"Strikingly, through large scale whole genome and targeted HAR omesequencing we ï¬nd, for the ï¬rst time, that rare noncoding mutations in neurally active HARs contribute to simplex, multiplex, and consanguineous ASD cases.",,ASD case,,case
